HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Orphanet ID	OMIM ID
HGNC:37977	Approved	GEMIN8P2	gem nuclear organelle associated protein 8 pseudogene 2	644600		
HGNC:37978	Approved	GEMIN8P3	gem nuclear organelle associated protein 8 pseudogene 3	100421535		
HGNC:37979	Approved	GEMIN8P4	gem nuclear organelle associated protein 8 pseudogene 4	492303		
HGNC:26881	Approved	GEN1	GEN1 Holliday junction 5' flap endonuclease	348654		612449
HGNC:12790	Approved	GET1	guided entry of tail-anchored proteins factor 1	7485	470088	602915
HGNC:752	Approved	GET3	guided entry of tail-anchored proteins factor 3, ATPase	439		601913
HGNC:21690	Approved	GET4	guided entry of tail-anchored proteins factor 4	51608		612056
HGNC:4235	Approved	GFAP	glial fibrillary acidic protein	2670	122078	137780
HGNC:4236	Approved	GFER	growth factor, augmenter of liver regeneration	2671	331852	600924
HGNC:4237	Approved	GFI1	growth factor independent 1 transcriptional repressor	2672	122080	600871
HGNC:4238	Approved	GFI1B	growth factor independent 1B transcriptional repressor	8328	390922	604383
HGNC:13780	Approved	GFM1	G elongation factor mitochondrial 1	85476	166715	606639
HGNC:29682	Approved	GFM2	G elongation factor mitochondrial 2	84340	470376	606544
HGNC:21096	Approved	GFOD1	glucose-fructose oxidoreductase domain containing 1	54438		
HGNC:40956	Approved	GFOD1-AS1	GFOD1 antisense RNA 1	100874025		
HGNC:28159	Approved	GFOD2	glucose-fructose oxidoreductase domain containing 2	81577		
HGNC:4241	Approved	GFPT1	glutamine--fructose-6-phosphate transaminase 1	2673	259368	138292
HGNC:4242	Approved	GFPT2	glutamine-fructose-6-phosphate transaminase 2	9945	470378	603865
HGNC:4243	Approved	GFRA1	GDNF family receptor alpha 1	2674		601496
HGNC:4244	Approved	GFRA2	GDNF family receptor alpha 2	2675		601956
HGNC:4245	Approved	GFRA3	GDNF family receptor alpha 3	2676		605710
HGNC:13821	Approved	GFRA4	GDNF family receptor alpha 4	64096		
HGNC:32789	Approved	GFRAL	GDNF family receptor alpha like	389400		617837
HGNC:44663	Approved	GFY	golgi associated olfactory signaling regulator	100507003		
HGNC:17842	Approved	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1	26088		606004
HGNC:16064	Approved	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	23062		606005
HGNC:17079	Approved	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	23163		606006
HGNC:25100	Approved	GGACT	gamma-glutamylamine cyclotransferase	87769		613378
HGNC:21705	Approved	GGCT	gamma-glutamylcyclotransferase	79017		137170
HGNC:4247	Approved	GGCX	gamma-glutamyl carboxylase	2677	122083	137167
HGNC:4248	Approved	GGH	gamma-glutamyl hydrolase	8836	311355	601509
HGNC:18869	Approved	GGN	gametogenetin	199720		609966
HGNC:19427	Approved	GGNBP1	gametogenetin binding protein 1 (pseudogene)	449520		609495
HGNC:19357	Approved	GGNBP2	gametogenetin binding protein 2	79893		612275
HGNC:4249	Approved	GGPS1	geranylgeranyl diphosphate synthase 1	9453		606982
HGNC:4250	Approved	GGT1	gamma-glutamyltransferase 1	2678	122086	612346
HGNC:4251	Approved	GGT2	gamma-glutamyltransferase 2	728441		137181
HGNC:4252	Approved	GGT3P	gamma-glutamyltransferase 3 pseudogene	2679		
HGNC:33207	Approved	GGT4P	gamma-glutamyltransferase 4 pseudogene	643171		
HGNC:4260	Approved	GGT5	gamma-glutamyltransferase 5	2687		137168
HGNC:26891	Approved	GGT6	gamma-glutamyltransferase 6	124975		612341
HGNC:4259	Approved	GGT7	gamma-glutamyltransferase 7	2686		612342
HGNC:33438	Approved	GGT8P	gamma-glutamyltransferase 8 pseudogene	645367		
HGNC:4253	Approved	GGTA1P	glycoprotein alpha-galactosyltransferase 1, pseudogene	2681		104175
HGNC:4254	Approved	GGTA2P	glycoprotein alpha-galactosyltransferase 2, pseudogene	121328		
HGNC:4257	Entry Withdrawn	GGTL1	gamma-glutamyltransferase-like 1			
HGNC:4258	Entry Withdrawn	GGTL2	gamma-glutamyltransferase-like 2			
HGNC:16437	Approved	GGTLC1	gamma-glutamyltransferase light chain 1	92086		612338
HGNC:18596	Approved	GGTLC2	gamma-glutamyltransferase light chain 2	91227		612339
HGNC:33426	Approved	GGTLC3	gamma-glutamyltransferase light chain family member 3	728226		612340
HGNC:33428	Approved	GGTLC4P	gamma-glutamyltransferase light chain 4 pseudogene	729838		
HGNC:33427	Approved	GGTLC5P	gamma-glutamyltransferase light chain 5 pseudogene	653590		
HGNC:4261	Approved	GH1	growth hormone 1	2688	122092	139250
HGNC:4262	Approved	GH2	growth hormone 2	2689		139240
HGNC:24438	Approved	GHDC	GH3 domain containing	84514		608587
HGNC:49425	Approved	GHET1	gastric carcinoma proliferation enhancing transcript 1	102723099		
HGNC:17281	Approved	GHITM	growth hormone inducible transmembrane protein	27069		
HGNC:4263	Approved	GHR	growth hormone receptor	2690	122095	600946
HGNC:4265	Approved	GHRH	growth hormone releasing hormone	2691		139190
HGNC:4266	Approved	GHRHR	growth hormone releasing hormone receptor	2692	122097	139191
HGNC:18129	Approved	GHRL	ghrelin and obestatin prepropeptide	51738		605353
HGNC:33885	Approved	GHRLOS	ghrelin opposite strand/antisense RNA	100126793		618445
HGNC:4267	Approved	GHSR	growth hormone secretagogue receptor	2693	201252	601898
HGNC:28453	Approved	GID4	GID complex subunit 4 homolog	79018		617699
HGNC:15857	Approved	GID8	GID complex subunit 8 homolog	54994		611625
HGNC:9126	Approved	GIGYF1	GRB10 interacting GYF protein 1	64599		612064
HGNC:11960	Approved	GIGYF2	GRB10 interacting GYF protein 2	26058	159059	612003
HGNC:52649	Approved	GIHCG	GIHCG inhibitor of miR-200b/200a/429 expression	100506844		
HGNC:23237	Approved	GIMAP1	GTPase, IMAP family member 1	170575		608084
HGNC:51257	Approved	GIMAP1-GIMAP5	GIMAP1-GIMAP5 readthrough	100527949		
HGNC:21789	Approved	GIMAP2	GTPase, IMAP family member 2	26157		608085
HGNC:30975	Approved	GIMAP3P	GTPase, IMAP family member 3 pseudogene	474345		
HGNC:21872	Approved	GIMAP4	GTPase, IMAP family member 4	55303		608087
HGNC:18005	Approved	GIMAP5	GTPase, IMAP family member 5	55340		608086
HGNC:21918	Approved	GIMAP6	GTPase, IMAP family member 6	474344		616960
HGNC:22404	Approved	GIMAP7	GTPase, IMAP family member 7	168537		616961
HGNC:21792	Approved	GIMAP8	GTPase, IMAP family member 8	155038		616962
HGNC:44141	Approved	GIMD1	GIMAP family P-loop NTPase domain containing 1	100507096		
HGNC:25959	Approved	GIN1	gypsy retrotransposon integrase 1	54826		
HGNC:14252	Entry Withdrawn	GINGF2	gingival fibromatosis, hereditary, 2			
HGNC:16333	Entry Withdrawn	GINGF3	gingival fibromatosis, hereditary, 3			
HGNC:37734	Entry Withdrawn	GINGF4	gingival fibromatosis, hereditary, 4			
HGNC:21074	Approved	GINM1	glycoprotein integral membrane 1	116254		
HGNC:28980	Approved	GINS1	GINS complex subunit 1	9837	470380	610608
HGNC:24575	Approved	GINS2	GINS complex subunit 2	51659		610609
HGNC:25851	Approved	GINS3	GINS complex subunit 3	64785		610610
HGNC:28226	Approved	GINS4	GINS complex subunit 4	84296		610611
HGNC:4270	Approved	GIP	gastric inhibitory polypeptide	2695		137240
HGNC:1226	Approved	GIPC1	GIPC PDZ domain containing family member 1	10755		605072
HGNC:18177	Approved	GIPC2	GIPC PDZ domain containing family member 2	54810		
HGNC:18183	Approved	GIPC3	GIPC PDZ domain containing family member 3	126326	270208	608792
HGNC:4271	Approved	GIPR	gastric inhibitory polypeptide receptor	2696		137241
HGNC:4272	Approved	GIT1	GIT ArfGAP 1	28964		608434
HGNC:4273	Approved	GIT2	GIT ArfGAP 2	9815		608564
HGNC:4274	Approved	GJA1	gap junction protein alpha 1	2697	122102	121014
HGNC:4275	Approved	GJA1P1	gap junction protein alpha 1 pseudogene 1	2698		
HGNC:4276	Entry Withdrawn	GJA2	gap junction protein, alpha 2, 38kDa (connexin 38)			
HGNC:4277	Approved	GJA3	gap junction protein alpha 3	2700	122114	121015
HGNC:4278	Approved	GJA4	gap junction protein alpha 4	2701	470382	121012
HGNC:4279	Approved	GJA5	gap junction protein alpha 5	2702	138503	121013
HGNC:32542	Approved	GJA6P	gap junction protein alpha 6, pseudogene	100126825		
HGNC:4281	Approved	GJA8	gap junction protein alpha 8	2703	122118	600897
HGNC:19155	Approved	GJA9	gap junction protein alpha 9	81025		611923
HGNC:16995	Approved	GJA10	gap junction protein alpha 10	84694		611924
HGNC:13295	Entry Withdrawn	GJA11	gap junction membrane channel protein, alpha 11, 59kDa (connexin 59)			
HGNC:4283	Approved	GJB1	gap junction protein beta 1	2705	122124	304040
HGNC:4284	Approved	GJB2	gap junction protein beta 2	2706	122129	121011
HGNC:4285	Approved	GJB3	gap junction protein beta 3	2707	122135	603324
HGNC:4286	Approved	GJB4	gap junction protein beta 4	127534	122139	605425
HGNC:4287	Approved	GJB5	gap junction protein beta 5	2709		604493
HGNC:4288	Approved	GJB6	gap junction protein beta 6	10804	122142	604418
HGNC:16690	Approved	GJB7	gap junction protein beta 7	375519		611921
HGNC:4280	Approved	GJC1	gap junction protein gamma 1	10052		608655
HGNC:17494	Approved	GJC2	gap junction protein gamma 2	57165	122110	608803
HGNC:17495	Approved	GJC3	gap junction protein gamma 3	349149		611925
HGNC:19154	Approved	GJD2	gap junction protein delta 2	57369		607058
HGNC:19147	Approved	GJD3	gap junction protein delta 3	125111		607425
HGNC:23296	Approved	GJD4	gap junction protein delta 4	219770		611922
HGNC:33251	Approved	GJE1	gap junction protein epsilon 1	100126572		
HGNC:4289	Approved	GK	glycerol kinase	2710	122149	300474
HGNC:40255	Approved	GK-AS1	GK antisense RNA 1	100873902		
HGNC:41339	Approved	GK-IT1	GK intronic transcript 1	106480740		
HGNC:4291	Approved	GK2	glycerol kinase 2	2712		600148
HGNC:4292	Approved	GK3P	glycerol kinase 3 pseudogene	2713		600149
HGNC:4295	Approved	GK4P	glycerol kinase 4 pseudogene	2716		
HGNC:28635	Approved	GK5	glycerol kinase 5	256356		
HGNC:23263	Approved	GK6P	glycerol kinase 6 pseudogene	201989		
HGNC:17496	Approved	GKAP1	G kinase anchoring protein 1	80318		611356
HGNC:23217	Approved	GKN1	gastrokine 1	56287		606402
HGNC:24588	Approved	GKN2	gastrokine 2	200504		618589
HGNC:37701	Approved	GKN3P	gastrokine 3, pseudogene	100132413		
HGNC:4293	Entry Withdrawn	GKP4	glycerol kinase pseudogene 4			
HGNC:4294	Entry Withdrawn	GKP5	glycerol kinase pseudogene 5			
HGNC:4296	Approved	GLA	galactosidase alpha	2717	122153	300644
HGNC:4297	Entry Withdrawn	GLAT	galactose enzyme activator			
HGNC:4298	Approved	GLB1	galactosidase beta 1	2720	122156	611458
HGNC:28129	Approved	GLB1L	galactosidase beta 1 like	79411		
HGNC:25129	Approved	GLB1L2	galactosidase beta 1 like 2	89944		
HGNC:25147	Approved	GLB1L3	galactosidase beta 1 like 3	112937		
HGNC:4300	Entry Withdrawn	GLC#	glaucoma #			
HGNC:4302	Entry Withdrawn	GLC1B	glaucoma 1, open angle, B (adult-onset)			
HGNC:4303	Entry Withdrawn	GLC1C	glaucoma 1, open angle, C			
HGNC:4304	Entry Withdrawn	GLC1D	glaucoma 1, open angle, D (adult-onset)			
HGNC:23256	Entry Withdrawn	GLC1H	glaucoma 1, open angle, H (adult-onset)			
HGNC:31912	Entry Withdrawn	GLC1I	glaucoma 1, open angle, I			
HGNC:26986	Entry Withdrawn	GLC1J	glaucoma 1, open angle, J (juvenile-onset)			
HGNC:21341	Entry Withdrawn	GLC1K	glaucoma 1, open angle, K (juvenile-onset)			
HGNC:33120	Entry Withdrawn	GLC1L	glaucoma 1, open angle, L (adult-onset)			
HGNC:33162	Entry Withdrawn	GLC1M	glaucoma 1, open angle, M (juvenile-onset)			
HGNC:33163	Entry Withdrawn	GLC1N	glaucoma 1, open angle, N (juvenile-onset)			
HGNC:41965	Entry Withdrawn	GLC1P	glaucoma 1, open angle, P			
HGNC:41966	Entry Withdrawn	GLC1Q	glaucoma 1, open angle, Q			
HGNC:4307	Entry Withdrawn	GLC2A	glaucoma 2, angle closure			
HGNC:4309	Entry Withdrawn	GLC3B	glaucoma 3, primary infantile, B			
HGNC:30028	Entry Withdrawn	GLC3C	glaucoma 3, primary congenital, C			
HGNC:18713	Approved	GLCCI1	glucocorticoid induced 1	113263		614283
HGNC:40852	Approved	GLCCI1-DT	GLCCI1 divergent transcript	100505921		
HGNC:17855	Approved	GLCE	glucuronic acid epimerase	26035		612134
HGNC:4313	Approved	GLDC	glycine decarboxylase	2731	122160	238300
HGNC:4314	Approved	GLDCP1	glycine decarboxylase pseudogene 1	2732		
HGNC:29514	Approved	GLDN	gliomedin	342035		608603
HGNC:4315	Approved	GLE1	GLE1 RNA export mediator	2733	160257	603371
HGNC:4316	Approved	GLG1	golgi glycoprotein 1	2734		600753
HGNC:4317	Approved	GLI1	GLI family zinc finger 1	2735		165220
HGNC:4318	Approved	GLI2	GLI family zinc finger 2	2736	138516	165230
HGNC:4319	Approved	GLI3	GLI family zinc finger 3	2737	122167	165240
HGNC:4320	Approved	GLI4	GLI family zinc finger 4	2738		165280
HGNC:48823	Approved	GLIDR	glioblastoma down-regulated RNA	389741		
HGNC:17001	Approved	GLIPR1	GLI pathogenesis related 1	11010		602692
HGNC:28392	Approved	GLIPR1L1	GLIPR1 like 1	256710		610395
HGNC:28592	Approved	GLIPR1L2	GLIPR1 like 2	144321		610394
HGNC:18007	Approved	GLIPR2	GLI pathogenesis related 2	152007		607141
HGNC:29525	Approved	GLIS1	GLIS family zinc finger 1	148979		610378
HGNC:29450	Approved	GLIS2	GLIS family zinc finger 2	84662	168309	608539
HGNC:51381	Approved	GLIS2-AS1	GLIS2 antisense RNA 1	101926896		
HGNC:28510	Approved	GLIS3	GLIS family zinc finger 3	169792	165848	610192
HGNC:28260	Approved	GLIS3-AS1	GLIS3 antisense RNA 1	84850		
HGNC:14373	Approved	GLMN	glomulin, FKBP associated protein	11146	122172	601749
HGNC:29436	Approved	GLMP	glycosylated lysosomal membrane protein	112770		
HGNC:4323	Approved	GLO1	glyoxalase I	2739		138750
HGNC:14111	Approved	GLOD4	glyoxalase domain containing 4	51031		
HGNC:33358	Approved	GLOD5	glyoxalase domain containing 5	392465		
HGNC:4324	Approved	GLP1R	glucagon like peptide 1 receptor	2740		138032
HGNC:4325	Approved	GLP2R	glucagon like peptide 2 receptor	9340		603659
HGNC:4326	Approved	GLRA1	glycine receptor alpha 1	2741	122179	138491
HGNC:4327	Approved	GLRA2	glycine receptor alpha 2	2742		305990
HGNC:4328	Approved	GLRA3	glycine receptor alpha 3	8001		600421
HGNC:31715	Approved	GLRA4	glycine receptor alpha 4	441509		
HGNC:4329	Approved	GLRB	glycine receptor beta	2743	122182	138492
HGNC:4330	Approved	GLRX	glutaredoxin	2745		600443
HGNC:16065	Approved	GLRX2	glutaredoxin 2	51022		606820
HGNC:15987	Approved	GLRX3	glutaredoxin 3	10539		612754
HGNC:49787	Approved	GLRX3P1	glutaredoxin 3 pseudogene 1	100418908		
HGNC:49788	Approved	GLRX3P2	glutaredoxin 3 pseudogene 2	728344		
HGNC:20134	Approved	GLRX5	glutaredoxin 5	51218	169900	609588
HGNC:16544	Approved	GLRXP1	glutaredoxin pseudogene 1	170522		
HGNC:18376	Approved	GLRXP2	glutaredoxin pseudogene 2	171418		
HGNC:34049	Approved	GLRXP3	glutaredoxin pseudogene 3	100132510		
HGNC:4331	Approved	GLS	glutaminase	2744		138280
HGNC:29570	Approved	GLS2	glutaminase 2	27165		606365
HGNC:26483	Approved	GLT1D1	glycosyltransferase 1 domain containing 1	144423		
HGNC:23671	Approved	GLT6D1	glycosyltransferase 6 domain containing 1	360203		613699
HGNC:24870	Approved	GLT8D1	glycosyltransferase 8 domain containing 1	55830		618399
HGNC:24890	Approved	GLT8D2	glycosyltransferase 8 domain containing 2	83468		
HGNC:24867	Approved	GLTP	glycolipid transfer protein	51228		608949
HGNC:33756	Approved	GLTPD2	glycolipid transfer protein domain containing 2	388323		
HGNC:33991	Approved	GLTPP1	glycolipid transfer protein pseudogene 1	645312		
HGNC:4335	Approved	GLUD1	glutamate dehydrogenase 1	2746	122188	138130
HGNC:4337	Approved	GLUD1P2	glutamate dehydrogenase 1 pseudogene 2	414212		
HGNC:4338	Approved	GLUD1P3	glutamate dehydrogenase 1 pseudogene 3	2749		
HGNC:4339	Approved	GLUD1P4	glutamate dehydrogenase 1 pseudogene 4	2750		
HGNC:4340	Approved	GLUD1P5	glutamate dehydrogenase 1 pseudogene 5	2751		
HGNC:23610	Approved	GLUD1P6	glutamate dehydrogenase 1 pseudogene 6	414213		
HGNC:37696	Approved	GLUD1P9	glutamate dehydrogenase 1 pseudogene 9	100131281		
HGNC:4336	Approved	GLUD2	glutamate dehydrogenase 2	2747		300144
HGNC:4341	Approved	GLUL	glutamate-ammonia ligase	2752	168083	138290
HGNC:4342	Approved	GLULP1	glutamate-ammonia ligase pseudogene 1	2753		
HGNC:4343	Approved	GLULP2	glutamate-ammonia ligase pseudogene 2	2754		
HGNC:4344	Approved	GLULP3	glutamate-ammonia ligase pseudogene 3	401708		
HGNC:4345	Approved	GLULP4	glutamate-ammonia ligase pseudogene 4	392305		
HGNC:37989	Approved	GLULP5	glutamate-ammonia ligase pseudogene 5	100421694		
HGNC:37990	Approved	GLULP6	glutamate-ammonia ligase pseudogene 6	343981		
HGNC:4352	Entry Withdrawn	GLUR7	glutamate receptor, ionotropic, kainate 7			
HGNC:13734	Approved	GLYAT	glycine-N-acyltransferase	10249		607424
HGNC:30519	Approved	GLYATL1	glycine-N-acyltransferase like 1	92292		614761
HGNC:37865	Approved	GLYATL1B	glycine-N-acyltransferase like 1B	100287520		
HGNC:37866	Approved	GLYATL1P1	glycine-N-acyltransferase like 1 pseudogene 1	100129032		
HGNC:37863	Approved	GLYATL1P2	glycine-N-acyltransferase like 1 pseudogene 2	100129933		
HGNC:37864	Approved	GLYATL1P4	glycine-N-acyltransferase like 1 pseudogene 4	643637		
HGNC:24178	Approved	GLYATL2	glycine-N-acyltransferase like 2	219970		614762
HGNC:21349	Approved	GLYATL3	glycine-N-acyltransferase like 3	389396		614763
HGNC:4363	Entry Withdrawn	GLYB	glycine B complementing			
HGNC:18023	Approved	GLYCAM1	glycosylation dependent cell adhesion molecule 1 (pseudogene)	644076		
HGNC:24247	Approved	GLYCTK	glycerate kinase	132158	260595	610516
HGNC:41043	Approved	GLYCTK-AS1	GLYCTK antisense RNA 1	100874110		
HGNC:24434	Approved	GLYR1	glyoxylate reductase 1 homolog	84656		610660
HGNC:4365	Entry Withdrawn	GLYS1	glycosuria 1, renal			
HGNC:4367	Approved	GM2A	GM2 ganglioside activator	2760	122192	613109
HGNC:4368	Approved	GM2AP1	GM2 ganglioside activator pseudogene 1	2761		
HGNC:38002	Approved	GM2AP2	GM2 ganglioside activator pseudogene 2	100287900		
HGNC:23843	Approved	GMCL1	germ cell-less 1, spermatogenesis associated	64395		
HGNC:42863	Approved	GMCL1P2	GMCL1 pseudogene 2	100420975		
HGNC:19717	Approved	GMCL2	germ cell-less 2, spermatogenesis associated	64396		
HGNC:4369	Approved	GMDS	GDP-mannose 4,6-dehydratase	2762		602884
HGNC:48993	Approved	GMDS-DT	GMDS divergent transcript	100508120		
HGNC:4370	Approved	GMEB1	glucocorticoid modulatory element binding protein 1	10691		604409
HGNC:4371	Approved	GMEB2	glucocorticoid modulatory element binding protein 2	26205		607451
HGNC:4372	Entry Withdrawn	GMFA	glia maturation factor alpha			
HGNC:4373	Approved	GMFB	glia maturation factor beta	2764		601713
HGNC:38654	Approved	GMFBP1	glia maturation factor beta pseudogene 1	100499251		
HGNC:4374	Approved	GMFG	glia maturation factor gamma	9535		604104
HGNC:24852	Approved	GMIP	GEM interacting protein	51291		609694
HGNC:4375	Approved	GML	glycosylphosphatidylinositol anchored molecule like	2765		602370
HGNC:40049	Approved	GMNC	geminin coiled-coil domain containing	647309		614448
HGNC:17493	Approved	GMNN	geminin DNA replication inhibitor	51053	451459	602842
HGNC:22923	Approved	GMPPA	GDP-mannose pyrophosphorylase A	29926	377682	615495
HGNC:22932	Approved	GMPPB	GDP-mannose pyrophosphorylase B	29925	361109	615320
HGNC:4376	Approved	GMPR	guanosine monophosphate reductase	2766		139265
HGNC:4377	Approved	GMPR2	guanosine monophosphate reductase 2	51292		610781
HGNC:4378	Approved	GMPS	guanine monophosphate synthase	8833		600358
HGNC:39428	Approved	GMPSP1	guanine monophosphate synthase pseudogene 1	728564		
HGNC:4379	Approved	GNA11	G protein subunit alpha 11	2767	360224	139313
HGNC:4380	Approved	GNA12	G protein subunit alpha 12	2768		604394
HGNC:4381	Approved	GNA13	G protein subunit alpha 13	10672		604406
HGNC:4382	Approved	GNA14	G protein subunit alpha 14	9630	477268	604397
HGNC:50451	Approved	GNA14-AS1	GNA14 antisense RNA 1	101927422		
HGNC:4383	Approved	GNA15	G protein subunit alpha 15	2769		139314
HGNC:4384	Approved	GNAI1	G protein subunit alpha i1	2770		139310
HGNC:4385	Approved	GNAI2	G protein subunit alpha i2	2771		139360
HGNC:4386	Approved	GNAI2P1	G protein subunit alpha i2 pseudogene 1	2772		139180
HGNC:45110	Approved	GNAI2P2	G protein subunit alpha i2 pseudogene 2	401646		
HGNC:4387	Approved	GNAI3	G protein subunit alpha i3	2773	302920	139370
HGNC:4388	Approved	GNAL	G protein subunit alpha L	2774	331747	139312
